mode,theme,component,id,role,variant,slot,route,surface,state,index,status,ratio,effectiveForeground,effectiveBackground,reason
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,keyboard-focus,0,pass,6.529928466029159,"[23.079922500000002, 23.0863485, 23.086935, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,keyboard-active+focus,0,fail,4.430798802609946,"[23.079922500000002, 23.0863485, 23.086935, 1]","[196.24997625, 95.7498225, 97.99987875, 1]",
baseline,dark,Button,,error,solid,base/label,/__functional-colors,accented,focus+hover,0,fail,4.430798802609946,"[23.079922500000002, 23.0863485, 23.086935, 1]","[196.24997625, 95.7498225, 97.99987875, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,idle,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,hover,0,fail,3.598440477921693,"[196.24997625, 95.7498225, 97.99987875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,active+hover,0,fail,3.598440477921693,"[196.24997625, 95.7498225, 97.99987875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,keyboard-focus,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,keyboard-active+focus,0,fail,3.598440477921693,"[196.24997625, 95.7498225, 97.99987875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,Button,,error,link,base/label,/__functional-colors,accented,focus+hover,0,fail,3.598440477921693,"[196.24997625, 95.7498225, 97.99987875, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,FormField,,error,,error,,accented,visible,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,API fixture,F1,,,,,accented,idle,0,pass,5.303233109174645,"[247.999995, 114.000045, 117.00012, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,API fixture,F2,,,,,accented,idle,0,pass,8.101310025316701,"[244.000065, 182.999985, 63.9999, 1]","[40.99992, 40.99992, 40.99992, 1]",
baseline,dark,API fixture,F5-field-caveat,,,,,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,API fixture,F5-field-caveat,,,,,accented,idle,1,pass,4.551121906832344,"[161.000115, 161.000115, 161.000115, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,API fixture,value-caveat,,,,,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,API fixture,value-caveat,,,,,accented,idle,1,pass,4.551121906832344,"[161.000115, 161.000115, 161.000115, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,0,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,1,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,2,pass,6.095653619441885,"[82.000095, 174.000015, 255, 1]","[33.4000989, 42.6000654, 50.700063899999996, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,3,pass,6.095653619441885,"[82.000095, 174.000015, 255, 1]","[33.4000989, 42.6000654, 50.700063899999996, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,4,pass,7.760385422077901,"[244.000065, 182.999985, 63.9999, 1]","[49.6000449, 43.5000624, 31.600104899999998, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,5,pass,7.760385422077901,"[244.000065, 182.999985, 63.9999, 1]","[49.6000449, 43.5000624, 31.600104899999998, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,6,pass,5.383753158172216,"[247.999995, 114.000045, 117.00012, 1]","[50.0000634, 36.6000429, 36.9000504, 1]",
baseline,dark,ResponseExample,,,,status/statusText,,accented,single status visible,7,pass,5.383753158172216,"[247.999995, 114.000045, 117.00012, 1]","[50.0000634, 36.6000429, 36.9000504, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,0,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,1,pass,5.633366773788774,"[225.7300494, 170.21997915000003, 61.9299069, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,2,pass,6.670867594290186,"[107.999895, 218.00001, 117.00012, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,3,pass,5.732140655392523,"[101.96989725, 202.0700019, 110.160102, 1]","[47.699917500000005, 58.699929000000004, 48.599940000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,4,pass,6.547852437480224,"[244.000065, 182.999985, 63.9999, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,5,pass,5.633366773788774,"[225.7300494, 170.21997915000003, 61.9299069, 1]","[61.299909, 55.199926500000004, 43.299969000000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,6,pass,15.52290896091668,"[255, 255, 255, 1]","[36.0000075, 36.0000075, 36.0000075, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,7,pass,12.797359293406371,"[233.10000075, 233.10000075, 233.10000075, 1]","[36.0000075, 36.0000075, 36.0000075, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,8,pass,4.572187817715733,"[247.999995, 114.000045, 117.00012, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,LifecycleNotice,,,,,,accented,idle,9,fail,3.9961834838561403,"[229.36998825000003, 107.4300312, 110.16009944999999, 1]","[61.6999275, 48.299907000000005, 48.599914500000004, 1]",
baseline,dark,FieldAnnotation,,,,required,,portal own bg-default,open,0,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,FieldAnnotation,,,,conditional,,portal own bg-default,open,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,FormField,,error,,required ::after,,default,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
baseline,dark,FormField required+error,,,,error,,default,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
baseline,dark,FormField,,error,,required ::after,,muted,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
baseline,dark,FormField required+error,,,,error,,muted,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
baseline,dark,FormField,,error,,required ::after,,elevated,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
baseline,dark,FormField required+error,,,,error,,elevated,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
baseline,dark,FormField,,error,,required ::after,,accented,,,unverified,,,,Existing measure has no generated-content glyph geometry; computed pseudo retained without claiming ratio.
baseline,dark,FormField required+error,,,,error,,accented,required marker present,0,unresolved,,,,"Error: locator.evaluate: Error: unresolved: unmodeled ::after on LABEL
    at fail (eval at evaluate (:311:30), <anonymous>:152:13)
    at supportedPseudos (eval at evaluate (:311:30), <anonymous>:395:475)
    at eval (eval at evaluate (:311:30), <anonymous>:493:13)
    at UtilityScript.evaluate (<anonymous>:313:16)
    at UtilityScript.<anonymous> (<anonymous>:1:44)"
baseline,dark,,F1,error,,,/kits/api-docs,actual page layers,visible idle,0,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs,actual page layers,visible idle,1,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs,actual page layers,visible idle,2,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F2,warning,,,/kits/api-docs,actual page layers,visible idle,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F2,warning,,,/kits/api-docs,actual page layers,visible idle,1,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F2,warning,,,/kits/api-docs,actual page layers,visible idle,2,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F3,info,,,/kits/api-docs,actual page layers,visible idle,0,pass,7.385846572542687,"[82.000095, 174.000015, 255, 1]","[17.20003815, 26.40000465, 34.50000315, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,0,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,1,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,2,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,3,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,4,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,5,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F4,success,,,/kits/api-docs,actual page layers,visible idle,6,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
baseline,dark,,F5,warning,,,/kits/api-docs,actual page layers,visible idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
baseline,dark,,F5,warning,,,/kits/api-docs,actual page layers,visible idle,1,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
baseline,dark,,F5,warning,,,/kits/api-docs,actual page layers,visible idle,2,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
baseline,dark,,F5,warning,,,/kits/api-docs,actual page layers,visible idle,3,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
baseline,dark,,F5,warning,,,/kits/api-docs,actual page layers,visible idle,4,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
baseline,dark,,F6,secondary,,,/kits/api-docs,actual page layers,visible idle,0,pass,10.108178889571581,"[68.99994, 221.99994, 196.999995, 1]","[15.90002265, 31.19999715, 28.700002650000002, 1]",
baseline,dark,,F7,error,,,/kits/api-docs,actual page layers,visible idle,0,pass,6.4826706645512076,"[247.999995, 114.000045, 117.00012, 1]","[33.80000265, 20.39998215, 20.69998965, 1]",
baseline,dark,,F8,error,,,/kits/api-docs,actual page layers,visible idle,0,pass,6.529928466029159,"[23.079922500000002, 23.0863485, 23.086935, 1]","[247.999995, 114.000045, 117.00012, 1]",
baseline,dark,,F9,success,,,/kits/api-docs,actual page layers,visible idle,0,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,,F9,success,,,/kits/api-docs,actual page layers,visible idle,1,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,,F9,success,,,/kits/api-docs,actual page layers,visible idle,2,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,,response-statusText,,,,/kits/api-docs,actual page layers,visible idle,0,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,,response-statusText,,,,/kits/api-docs,actual page layers,visible idle,1,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
baseline,dark,,actual-page-alert,,,,/kits/api-docs,actual page layers,visible idle,0,pass,18.342311589864977,"[255, 255, 255, 1]","[20.50004925, 20.50004925, 20.50004925, 1]",
baseline,dark,,actual-page-alert,,,,/kits/api-docs,actual page layers,visible idle,1,pass,14.90818494089761,"[231.550004925, 231.550004925, 231.550004925, 1]","[20.50004925, 20.50004925, 20.50004925, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,0,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,1,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,2,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,3,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,4,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,5,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,6,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,7,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F1,error,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,8,pass,7.216980674443314,"[247.999995, 114.000045, 117.00012, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F2,warning,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F2,warning,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,1,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
baseline,dark,,F3,info,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,0,pass,7.385846572542687,"[82.000095, 174.000015, 255, 1]","[17.20003815, 26.40000465, 34.50000315, 1]",
baseline,dark,,F3,info,,,/kits/api-docs/endpoint-reference,actual page layers,visible idle,1,pass,7.385846572542687,"[82.000095, 174.000015, 255, 1]","[17.20003815, 26.40000465, 34.50000315, 1]",
